"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,400,268
1,2,5,1285,455
2,24,2,910,287
3,6,6,879,233
4,12,5,749,203
5,3,1,709,177
6,3,3,708,155
7,4,1,688,186
8,4,1,670,175
9,5,1,592,150
10,2,1,533,153
11,2,4,468,177
12,0,2,442,147
13,2,0,345,148
14,3,1,311,158
15,0,1,250,138
16,0,0,213,129
17,1,0,202,130
18,0,0,156,151
19,0,2,155,141
20,0,1,145,132
21,0,1,140,117
22,0,1,134,111
23,1,0,120,89
24,0,1,127,101
25,1,2,117,96
26,1,2,103,99
27,1,0,95,71
28,0,0,102,78
29,0,0,102,71
30,0,1,90,60
31,0,1,96,50
32,1,0,92,54
33,0,0,80,41
34,0,0,72,43
35,0,0,81,42
36,1,0,74,44
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,76,18
42,0,0,76,18
43,0,0,66,28
44,0,0,57,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,49,10
50,0,0,43,9
51,0,0,40,8
52,0,0,31,13
53,0,0,36,9
54,0,0,28,9
55,0,0,37,6
56,2,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
