"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,4,281,216
1,12,11,797,335
2,28,8,635,224
3,12,11,662,186
4,20,6,621,168
5,13,12,611,143
6,14,8,639,133
7,5,8,627,157
8,12,6,619,152
9,7,4,546,131
10,12,1,483,130
11,12,4,436,164
12,5,4,401,132
13,6,1,328,136
14,1,3,294,147
15,3,1,235,129
16,2,3,201,116
17,1,1,187,118
18,2,2,145,138
19,1,0,145,134
20,2,3,135,125
21,0,6,130,107
22,0,4,124,102
23,3,2,115,80
24,1,4,118,96
25,4,0,109,87
26,2,1,96,95
27,2,0,90,69
28,0,5,95,72
29,2,0,99,68
30,1,2,86,58
31,1,3,87,44
32,1,0,89,53
33,2,0,80,41
34,1,2,67,38
35,2,2,70,41
36,2,3,68,41
37,2,1,75,38
38,1,1,66,23
39,1,0,61,13
40,2,0,62,29
41,0,0,67,18
42,3,1,69,16
43,4,2,62,29
44,0,0,52,18
45,1,1,36,13
46,0,1,55,13
47,0,4,40,10
48,0,2,45,13
49,2,1,42,9
50,4,0,42,9
51,0,0,35,7
52,2,1,29,11
53,1,1,35,9
54,0,0,27,8
55,1,0,35,6
56,2,0,35,7
57,0,2,22,5
58,1,0,23,4
59,1,0,17,3
60,1,NA,NA,NA
