"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,389,259
1,4,1,1201,438
2,18,1,868,277
3,10,4,847,227
4,11,5,727,195
5,7,1,696,172
6,8,2,699,151
7,3,1,685,179
8,4,1,661,174
9,1,3,587,147
10,0,1,526,152
11,6,1,461,174
12,1,2,437,146
13,3,0,343,146
14,1,4,308,158
15,1,3,249,134
16,0,1,211,127
17,2,0,202,128
18,0,0,153,149
19,1,1,153,141
20,3,0,141,129
21,3,2,139,117
22,0,0,135,111
23,1,0,120,88
24,0,2,126,101
25,1,1,117,96
26,0,0,102,98
27,2,1,94,71
28,0,0,102,76
29,0,0,103,71
30,0,3,89,60
31,0,1,96,50
32,0,0,92,55
33,0,0,80,41
34,0,0,72,43
35,0,0,81,42
36,1,1,74,44
37,0,0,76,41
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,0,76,18
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,36,9
54,0,0,29,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
