"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,339,234
1,10,6,1016,384
2,29,4,739,251
3,17,3,745,204
4,17,4,669,183
5,11,3,651,157
6,4,3,672,145
7,5,3,659,164
8,6,2,647,161
9,3,1,578,142
10,3,1,508,142
11,5,1,450,170
12,0,1,424,140
13,2,1,335,140
14,2,0,304,152
15,2,1,244,132
16,0,1,208,124
17,0,0,195,123
18,1,0,149,143
19,1,2,149,141
20,2,1,138,128
21,0,1,136,116
22,1,0,132,109
23,2,0,118,87
24,0,0,125,100
25,0,0,115,93
26,0,0,99,98
27,1,0,92,70
28,0,0,101,74
29,0,0,102,70
30,0,0,88,60
31,1,0,92,48
32,0,0,90,54
33,0,1,81,41
34,0,0,69,41
35,2,0,76,42
36,3,0,73,43
37,0,0,76,41
38,1,0,69,24
39,0,0,66,13
40,0,0,67,30
41,0,0,73,18
42,1,0,75,18
43,1,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,0,57,13
47,0,0,41,13
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,38,8
52,1,0,30,13
53,0,0,35,8
54,0,0,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,22,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
