"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,8,194,160
2,6,12,555,238
3,12,19,441,165
4,6,21,456,141
5,12,18,429,128
6,2,9,459,97
7,1,16,479,97
8,5,11,466,123
9,4,7,459,116
10,3,10,405,101
11,0,2,354,101
12,3,6,299,121
13,0,1,299,103
14,1,1,247,104
15,2,2,227,108
16,0,2,191,110
17,2,0,171,94
18,0,1,146,96
19,0,0,125,115
20,0,2,99,103
21,0,0,103,100
22,0,0,96,79
23,1,0,91,76
24,2,0,86,66
25,0,0,89,73
26,0,0,83,59
27,0,0,78,73
28,1,0,80,47
29,0,1,77,49
30,1,0,80,49
31,0,0,73,46
32,1,0,72,34
33,0,0,73,37
34,1,2,61,30
35,0,0,63,30
36,0,1,57,30
37,1,0,55,30
38,0,1,53,27
39,0,0,54,16
40,2,1,49,8
41,1,0,52,26
42,0,0,57,16
43,0,0,64,13
44,0,0,54,21
45,0,0,38,13
46,0,0,27,11
47,0,0,52,11
48,1,0,33,6
49,0,1,36,10
50,1,0,33,6
51,0,0,36,7
52,1,0,29,7
53,0,0,27,8
54,1,0,28,7
55,0,1,21,7
56,1,0,30,4
57,0,0,29,6
58,0,0,19,3
59,1,0,16,4
60,1,0,13,3
