"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2,202,162
2,8,9,575,244
3,5,7,464,166
4,14,12,480,146
5,7,14,463,129
6,3,11,475,101
7,5,4,500,97
8,7,12,490,125
9,6,12,475,120
10,6,7,418,104
11,1,10,372,102
12,4,7,313,126
13,4,8,307,104
14,6,8,261,109
15,2,4,231,110
16,2,2,197,111
17,0,5,175,96
18,2,2,147,97
19,1,4,124,117
20,2,3,104,103
21,2,0,106,102
22,1,3,99,83
23,1,4,91,81
24,2,4,88,66
25,2,3,92,73
26,2,4,83,61
27,0,6,79,74
28,0,4,81,48
29,1,4,77,49
30,0,5,82,52
31,1,0,73,45
32,2,3,75,36
33,0,1,73,37
34,1,3,63,30
35,0,1,63,30
36,0,4,57,30
37,0,3,55,31
38,0,2,53,27
39,0,3,54,16
40,0,0,51,8
41,0,1,53,26
42,0,1,57,16
43,0,0,65,13
44,0,2,55,21
45,0,1,38,13
46,1,0,27,11
47,0,2,52,11
48,1,0,34,6
49,0,0,36,10
50,0,0,34,6
51,0,0,36,7
52,0,1,30,7
53,1,0,27,8
54,0,0,29,7
55,1,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,0,19,3
59,0,0,18,4
60,1,0,13,3
