"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,358,239
1,11,1,1085,401
2,31,2,797,261
3,11,6,778,212
4,16,3,693,184
5,10,3,666,165
6,8,3,684,148
7,2,2,669,166
8,5,2,655,167
9,3,1,578,143
10,2,0,518,148
11,1,3,454,170
12,1,0,429,144
13,3,0,338,141
14,1,1,306,154
15,1,1,245,132
16,2,1,208,124
17,0,1,199,126
18,0,1,150,145
19,0,0,150,140
20,1,0,139,128
21,0,0,137,117
22,1,0,132,110
23,3,1,119,87
24,0,1,126,101
25,0,0,117,93
26,0,1,100,98
27,2,1,93,71
28,0,1,101,74
29,0,0,101,71
30,0,0,88,61
31,1,0,94,49
32,0,0,91,55
33,0,0,81,41
34,0,0,71,42
35,1,1,77,42
36,2,0,73,43
37,1,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,76,17
43,0,0,65,28
44,0,1,55,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,1,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,9
54,1,0,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,4
60,0,NA,NA,NA
