"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,2,332,230
1,7,5,990,380
2,26,3,730,246
3,12,1,735,199
4,18,0,663,183
5,9,0,648,153
6,5,2,669,143
7,1,3,656,164
8,6,0,644,159
9,5,0,576,140
10,3,0,505,139
11,6,0,448,169
12,1,1,424,140
13,0,1,333,140
14,2,0,303,152
15,1,1,243,132
16,0,0,206,124
17,1,0,196,122
18,0,0,148,142
19,0,1,146,141
20,2,0,138,128
21,0,1,134,116
22,2,1,132,108
23,2,0,118,87
24,0,0,125,99
25,0,0,116,93
26,0,0,98,98
27,1,0,92,70
28,0,0,100,73
29,1,0,102,69
30,0,0,88,60
31,1,0,91,47
32,1,0,90,56
33,0,0,81,41
34,0,1,69,41
35,1,0,75,42
36,3,0,73,43
37,0,0,78,41
38,1,1,69,24
39,0,0,65,13
40,1,0,65,30
41,1,0,73,18
42,0,0,74,17
43,2,0,62,28
44,1,0,55,20
45,0,1,37,13
46,0,1,57,13
47,0,0,41,13
48,0,0,47,14
49,0,0,46,9
50,2,0,43,9
51,0,0,38,8
52,1,0,30,13
53,0,0,35,8
54,0,0,27,9
55,1,0,36,6
56,2,0,35,7
57,0,0,22,6
58,0,1,22,5
59,0,0,20,3
60,0,NA,NA,NA
