"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,388,258
1,3,4,1193,431
2,16,1,859,276
3,14,5,843,227
4,11,6,722,194
5,11,4,694,172
6,9,2,696,151
7,2,1,682,178
8,2,3,659,173
9,1,3,586,145
10,1,4,526,152
11,3,4,460,174
12,0,2,435,145
13,3,3,343,145
14,2,0,308,158
15,1,0,249,134
16,0,4,211,127
17,0,0,202,127
18,0,0,152,148
19,1,4,152,141
20,2,1,141,129
21,2,1,138,117
22,1,0,135,111
23,1,0,120,87
24,1,0,126,101
25,1,1,117,96
26,0,0,101,98
27,3,0,94,71
28,0,0,102,76
29,0,0,102,71
30,0,0,89,60
31,0,0,96,50
32,0,0,91,54
33,0,0,80,41
34,0,0,72,43
35,0,0,81,42
36,1,0,74,44
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,0,76,18
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,36,9
54,0,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
