"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,359,237
1,9,1,1075,397
2,22,3,773,257
3,9,2,768,210
4,11,2,687,182
5,8,1,658,159
6,9,1,682,148
7,4,0,669,165
8,5,1,653,164
9,2,1,577,142
10,1,0,515,146
11,4,2,451,170
12,3,3,426,142
13,1,0,337,141
14,2,0,306,154
15,0,1,245,132
16,1,1,208,124
17,0,0,196,125
18,0,0,150,145
19,0,0,150,140
20,1,0,139,128
21,0,0,136,118
22,2,0,132,110
23,2,0,119,87
24,0,1,125,100
25,0,2,116,94
26,1,1,99,98
27,2,1,92,70
28,1,1,101,74
29,0,0,102,71
30,0,0,88,60
31,0,0,93,48
32,0,0,91,54
33,0,1,81,41
34,0,0,71,42
35,1,0,78,42
36,2,0,73,43
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,67,30
41,1,0,74,18
42,0,0,75,18
43,0,1,63,28
44,1,1,55,20
45,0,0,37,13
46,0,1,57,13
47,0,1,41,12
48,0,0,47,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,1,35,8
54,0,0,29,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,1,22,6
59,0,1,21,3
60,0,NA,NA,NA
