"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,306,220
1,10,7,850,348
2,32,18,660,231
3,17,9,683,189
4,15,12,631,173
5,11,7,626,148
6,6,4,650,138
7,3,5,636,159
8,14,7,630,154
9,6,3,558,133
10,5,5,492,132
11,11,3,440,167
12,4,2,409,134
13,7,0,328,137
14,2,4,297,149
15,1,3,236,129
16,3,0,202,121
17,0,5,192,120
18,1,2,145,139
19,1,3,147,138
20,0,1,135,125
21,1,3,133,113
22,1,3,130,102
23,1,3,116,81
24,2,4,119,99
25,2,0,112,90
26,0,4,96,97
27,2,1,91,70
28,0,1,98,72
29,0,5,99,68
30,1,0,88,59
31,0,3,88,44
32,2,0,91,55
33,0,1,81,41
34,0,0,67,39
35,3,0,70,42
36,4,1,70,42
37,0,0,76,39
38,2,0,67,24
39,0,1,63,13
40,1,0,62,29
41,1,0,70,18
42,2,0,73,17
43,3,0,62,28
44,0,0,52,19
45,2,1,36,13
46,0,0,55,13
47,1,0,41,10
48,0,0,46,13
49,0,0,45,9
50,1,0,42,9
51,1,1,39,7
52,1,0,29,13
53,1,0,35,8
54,0,0,27,8
55,0,0,35,6
56,2,0,35,7
57,0,1,22,5
58,1,1,22,5
59,0,0,19,3
60,0,NA,NA,NA
