"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,11,15,221,185
2,22,46,633,277
3,9,39,524,189
4,13,55,528,163
5,17,35,518,137
6,16,33,522,119
7,17,22,545,111
8,11,32,537,132
9,8,24,534,134
10,16,31,455,117
11,5,14,401,111
12,7,12,348,134
13,6,5,340,114
14,9,13,281,120
15,6,13,254,128
16,4,9,210,118
17,5,7,179,99
18,2,11,157,106
19,2,9,130,121
20,3,13,118,115
21,2,8,118,105
22,2,3,107,88
23,6,8,97,86
24,3,7,97,72
25,2,8,102,80
26,1,5,89,64
27,2,6,83,79
28,1,4,84,57
29,2,6,81,56
30,2,1,86,56
31,0,4,76,51
32,0,0,79,43
33,0,2,77,40
34,1,1,68,30
35,0,3,64,31
36,0,1,58,33
37,0,3,63,36
38,0,2,61,34
39,0,2,57,19
40,1,3,52,9
41,2,0,55,27
42,0,0,59,17
43,0,1,65,14
44,0,0,57,23
45,0,0,44,13
46,1,1,29,12
47,0,1,52,11
48,1,0,36,7
49,0,0,36,10
50,0,0,35,8
51,1,0,37,7
52,1,0,32,7
53,0,1,29,11
54,0,0,32,8
55,0,0,22,7
56,1,1,33,4
57,0,0,31,6
58,0,0,19,4
59,0,1,20,4
60,0,0,16,3
