"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,350,237
1,10,2,1060,392
2,30,2,761,255
3,10,3,758,208
4,15,2,682,182
5,10,2,655,157
6,7,1,679,146
7,3,1,665,165
8,6,0,653,163
9,2,0,577,142
10,0,2,513,145
11,3,1,451,169
12,2,1,426,142
13,1,2,337,141
14,2,0,305,153
15,2,0,245,132
16,0,4,207,124
17,0,1,196,125
18,1,1,150,145
19,0,0,149,140
20,2,1,139,128
21,0,1,136,118
22,1,0,132,109
23,3,2,118,87
24,0,0,125,100
25,0,0,116,94
26,1,0,99,98
27,1,0,92,70
28,0,2,101,74
29,0,1,102,71
30,0,1,88,60
31,0,1,92,48
32,0,2,92,55
33,0,0,81,41
34,0,1,71,42
35,1,0,76,42
36,2,0,73,43
37,0,0,76,40
38,1,1,69,24
39,0,0,66,13
40,0,0,67,30
41,0,0,74,18
42,0,0,76,18
43,0,1,63,29
44,0,2,55,20
45,0,0,37,13
46,0,0,57,13
47,0,1,41,12
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,8
54,0,0,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
