"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,4,271,214
1,8,17,765,326
2,22,22,613,215
3,18,3,650,187
4,15,10,603,160
5,16,7,605,141
6,10,7,636,133
7,5,5,617,155
8,13,9,615,151
9,5,5,545,130
10,6,4,477,127
11,11,1,428,162
12,7,7,396,131
13,4,2,323,133
14,3,6,291,145
15,2,2,231,131
16,4,4,202,116
17,0,2,183,117
18,6,3,143,138
19,1,4,143,133
20,2,4,133,125
21,0,1,126,107
22,2,1,123,103
23,5,0,114,78
24,1,4,117,96
25,1,3,109,86
26,1,3,93,93
27,4,3,88,69
28,2,0,93,71
29,2,6,98,68
30,2,4,86,58
31,0,4,86,45
32,2,3,85,50
33,1,1,78,41
34,2,1,68,37
35,3,0,68,41
36,3,4,67,41
37,1,4,75,38
38,1,2,64,22
39,2,0,60,13
40,3,1,62,28
41,1,2,65,19
42,3,1,70,16
43,3,1,61,28
44,0,1,50,15
45,3,1,34,13
46,2,0,55,13
47,0,1,40,10
48,1,0,43,13
49,3,4,40,9
50,3,2,38,9
51,2,3,34,7
52,2,1,29,11
53,1,3,34,8
54,0,2,24,8
55,3,0,35,6
56,2,3,34,7
57,0,0,21,5
58,1,2,21,4
59,2,1,17,3
60,0,NA,NA,NA
