"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,3,194,160
2,5,19,553,237
3,8,4,439,164
4,8,4,453,140
5,2,4,427,129
6,1,2,458,97
7,0,2,477,97
8,1,2,465,122
9,0,2,459,117
10,1,2,405,100
11,0,0,355,101
12,2,0,298,121
13,1,0,298,103
14,2,0,246,104
15,1,0,228,108
16,0,0,190,110
17,2,0,171,94
18,0,0,146,96
19,1,1,124,115
20,0,0,99,103
21,0,0,104,100
22,0,0,96,79
23,2,1,90,75
24,3,2,86,66
25,0,0,89,74
26,0,1,83,59
27,1,0,77,72
28,1,1,80,47
29,0,0,77,49
30,1,1,80,49
31,0,1,73,46
32,1,0,72,34
33,1,0,72,37
34,2,0,60,30
35,0,1,64,30
36,0,0,57,30
37,1,1,55,30
38,0,0,53,27
39,0,2,54,16
40,2,0,48,8
41,1,0,52,26
42,0,1,57,15
43,0,0,64,12
44,0,0,54,21
45,0,1,38,13
46,1,0,26,11
47,1,0,51,11
48,1,0,33,6
49,1,1,35,10
50,1,0,33,6
51,1,1,35,7
52,1,2,28,7
53,2,1,25,8
54,3,2,26,7
55,0,0,21,7
56,2,0,29,4
57,1,0,28,6
58,1,0,18,3
59,1,2,15,4
60,1,1,12,3
