"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,5,271,215
1,8,6,771,326
2,23,16,614,217
3,20,9,651,187
4,17,17,605,160
5,16,2,607,142
6,10,6,635,133
7,4,7,619,154
8,13,7,616,152
9,4,5,543,129
10,6,10,479,128
11,13,5,429,159
12,6,3,396,132
13,4,1,325,134
14,2,7,290,145
15,3,2,231,131
16,4,5,203,116
17,1,2,182,117
18,6,3,143,138
19,1,2,145,133
20,1,3,133,125
21,0,4,127,107
22,2,4,123,103
23,4,1,114,78
24,1,1,117,96
25,2,0,108,86
26,1,3,93,93
27,4,2,88,69
28,2,3,93,71
29,2,3,98,68
30,2,0,86,58
31,1,5,86,45
32,2,4,87,53
33,1,4,80,41
34,1,2,68,37
35,2,1,69,41
36,3,1,67,41
37,2,0,73,37
38,1,3,64,22
39,2,4,61,13
40,2,2,62,29
41,0,0,65,18
42,3,1,70,16
43,3,2,61,27
44,1,0,51,16
45,3,0,36,13
46,0,1,55,13
47,0,1,40,10
48,1,0,43,13
49,3,1,40,9
50,4,0,40,9
51,1,3,34,7
52,3,2,29,11
53,1,3,34,9
54,0,1,24,8
55,3,1,35,6
56,2,2,34,7
57,1,0,21,5
58,1,2,21,4
59,2,0,17,3
60,0,NA,NA,NA
