"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,293,217
1,10,9,814,339
2,32,7,644,227
3,16,7,675,187
4,16,7,627,169
5,12,9,618,145
6,11,6,644,134
7,6,6,630,159
8,11,3,623,153
9,6,8,553,131
10,7,6,487,131
11,11,9,438,168
12,5,6,405,133
13,6,0,328,136
14,3,5,296,147
15,2,6,236,128
16,1,2,202,119
17,0,6,187,120
18,5,4,145,137
19,1,7,148,137
20,1,3,135,125
21,0,1,130,108
22,0,2,127,102
23,3,1,115,80
24,2,1,118,96
25,3,1,111,89
26,0,1,96,96
27,2,0,90,69
28,1,0,97,72
29,2,0,99,68
30,1,0,88,58
31,0,2,87,44
32,2,2,90,55
33,1,3,81,41
34,0,1,67,38
35,4,4,72,41
36,2,0,69,41
37,0,0,76,38
38,2,0,66,23
39,1,1,62,13
40,2,0,62,29
41,0,0,68,18
42,2,1,71,16
43,5,0,62,28
44,0,0,52,19
45,1,2,36,13
46,0,1,55,13
47,0,1,41,10
48,0,0,47,13
49,0,0,45,9
50,1,0,42,9
51,0,0,37,7
52,2,0,29,12
53,1,1,35,9
54,0,1,26,8
55,1,0,35,6
56,2,1,35,7
57,0,1,22,5
58,1,2,23,5
59,1,1,18,3
60,0,NA,NA,NA
