"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,324,229
1,10,4,953,373
2,35,2,715,239
3,15,4,721,195
4,23,2,650,182
5,15,2,643,151
6,6,4,665,142
7,3,4,646,160
8,13,2,640,159
9,5,3,568,137
10,4,1,501,139
11,9,2,446,167
12,2,3,419,139
13,3,1,330,141
14,5,4,301,150
15,1,0,241,132
16,1,2,207,123
17,0,2,194,121
18,0,2,145,141
19,2,1,147,141
20,1,1,136,127
21,1,1,134,116
22,1,0,130,106
23,1,0,118,84
24,0,1,124,99
25,1,0,116,93
26,0,1,98,98
27,1,1,92,70
28,0,0,99,73
29,2,0,99,69
30,1,0,89,60
31,0,1,90,47
32,1,1,90,55
33,0,1,81,41
34,0,0,68,39
35,3,1,77,42
36,3,0,71,43
37,1,1,76,40
38,2,2,67,24
39,0,0,65,13
40,1,1,64,30
41,2,0,72,18
42,1,0,72,18
43,3,1,62,28
44,0,0,53,20
45,2,1,36,13
46,0,0,56,13
47,1,0,41,11
48,0,0,46,13
49,1,0,45,9
50,2,1,43,9
51,0,1,38,8
52,1,0,29,13
53,1,0,35,8
54,0,0,28,9
55,1,0,35,6
56,2,0,35,7
57,0,0,21,5
58,1,0,22,5
59,0,1,20,3
60,0,NA,NA,NA
