"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,266,208
1,8,6,746,321
2,19,11,604,215
3,13,6,644,184
4,13,4,601,157
5,8,2,602,139
6,6,6,630,131
7,8,7,613,156
8,16,7,615,150
9,6,5,542,130
10,10,1,475,127
11,11,4,420,160
12,9,8,393,131
13,4,3,319,132
14,5,4,289,145
15,2,3,230,129
16,3,2,201,116
17,2,10,179,117
18,6,9,141,138
19,2,7,140,133
20,2,6,133,125
21,0,4,124,105
22,2,4,121,99
23,6,2,113,78
24,1,4,115,95
25,3,6,105,82
26,2,4,93,92
27,5,3,87,67
28,3,3,92,70
29,0,3,96,67
30,3,3,83,57
31,2,7,83,45
32,3,3,84,51
33,2,3,76,40
34,2,1,67,37
35,3,5,67,40
36,3,1,68,40
37,0,5,74,37
38,3,5,62,22
39,3,3,59,13
40,3,2,62,28
41,1,7,64,18
42,3,3,67,15
43,4,1,60,26
44,1,3,48,14
45,3,1,33,13
46,2,3,55,12
47,0,2,40,9
48,1,3,42,12
49,4,2,38,9
50,0,3,38,9
51,1,2,35,7
52,1,3,29,11
53,1,1,33,8
54,1,1,23,7
55,3,1,34,6
56,3,0,33,7
57,1,1,19,5
58,0,0,21,4
59,2,1,17,3
60,0,NA,NA,NA
