"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,270,213
1,9,7,772,328
2,26,8,621,217
3,17,5,653,188
4,18,5,611,162
5,15,8,607,142
6,12,6,636,133
7,4,11,620,155
8,14,1,616,152
9,5,5,542,129
10,6,7,478,128
11,13,7,430,160
12,8,4,397,133
13,6,8,327,134
14,2,1,291,146
15,3,2,232,131
16,4,0,203,116
17,2,5,183,117
18,5,1,143,139
19,1,5,145,133
20,1,2,133,125
21,0,1,127,107
22,3,1,123,103
23,4,3,114,78
24,1,4,117,96
25,2,4,109,86
26,1,1,94,93
27,3,1,88,69
28,2,0,93,71
29,4,2,98,68
30,2,1,86,58
31,2,1,86,45
32,2,3,87,53
33,2,0,80,41
34,1,3,68,37
35,2,1,70,41
36,3,4,67,41
37,2,2,74,38
38,1,2,64,23
39,1,1,61,13
40,2,0,62,29
41,0,3,65,18
42,4,4,70,15
43,3,1,61,27
44,1,0,51,16
45,2,1,36,13
46,0,2,55,13
47,0,0,40,10
48,1,0,44,13
49,2,1,40,9
50,5,1,40,9
51,1,0,36,7
52,2,1,29,11
53,1,0,34,9
54,1,2,24,8
55,3,2,35,6
56,2,2,34,7
57,1,1,21,5
58,1,1,21,4
59,2,2,17,3
60,0,NA,NA,NA
