"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,10,5,221,185
2,20,53,629,276
3,16,40,517,185
4,15,35,526,161
5,17,24,516,137
6,14,35,520,117
7,18,25,542,108
8,10,38,534,131
9,8,22,531,131
10,15,18,451,114
11,7,10,399,110
12,6,18,346,135
13,5,16,339,111
14,6,12,281,119
15,6,9,253,124
16,4,13,209,117
17,3,13,179,98
18,1,14,157,105
19,1,10,130,121
20,4,2,117,115
21,2,8,118,105
22,2,9,107,88
23,4,10,97,85
24,3,5,97,72
25,3,6,101,80
26,1,4,89,65
27,2,6,83,79
28,1,1,84,56
29,1,5,81,56
30,2,1,86,57
31,0,2,76,50
32,0,1,79,43
33,0,3,77,40
34,2,1,67,30
35,1,4,63,31
36,0,3,58,32
37,0,2,63,36
38,0,3,61,34
39,0,0,57,19
40,1,0,52,9
41,2,1,55,27
42,0,0,59,17
43,0,0,65,14
44,0,1,57,23
45,0,1,44,13
46,1,0,29,12
47,0,0,52,11
48,1,0,36,7
49,0,0,36,10
50,0,0,35,8
51,1,1,37,7
52,1,0,32,7
53,0,0,29,11
54,0,1,32,8
55,0,0,22,7
56,1,0,33,4
57,0,1,31,6
58,0,0,19,4
59,1,0,19,4
60,0,0,16,3
