"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,204,164
2,7,6,586,248
3,6,7,480,168
4,6,5,496,150
5,2,7,479,129
6,8,5,489,104
7,4,8,510,100
8,6,5,505,126
9,7,10,488,123
10,2,5,429,108
11,2,1,382,103
12,3,4,324,127
13,5,9,319,104
14,2,7,272,111
15,4,4,235,117
16,3,2,199,112
17,1,3,175,97
18,2,8,150,98
19,2,4,125,117
20,6,3,107,103
21,3,4,110,102
22,2,3,100,84
23,5,3,92,81
24,4,4,90,66
25,1,5,96,75
26,1,5,86,61
27,2,3,80,75
28,1,2,83,52
29,1,3,79,52
30,1,2,82,52
31,0,3,75,46
32,2,5,77,39
33,0,2,73,39
34,1,2,65,30
35,0,5,63,30
36,0,0,58,30
37,0,1,57,32
38,3,1,54,30
39,1,1,54,17
40,0,1,52,9
41,1,1,53,27
42,1,1,57,17
43,0,0,65,13
44,1,3,56,23
45,1,0,40,13
46,1,1,28,11
47,0,1,52,11
48,2,0,34,7
49,0,0,36,10
50,1,0,34,8
51,0,0,38,7
52,2,1,30,7
53,0,1,28,9
54,1,2,29,7
55,0,0,22,7
56,1,0,31,4
57,0,2,29,6
58,0,0,19,3
59,1,0,18,4
60,0,0,14,3
