"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,10,241,194
1,12,40,669,293
2,28,23,554,201
3,18,39,564,171
4,23,43,549,147
5,16,43,559,127
6,18,41,567,117
7,20,31,563,144
8,16,31,564,141
9,14,21,482,126
10,24,18,422,119
11,20,17,365,145
12,19,27,359,119
13,11,23,293,127
14,7,21,266,133
15,3,15,214,125
16,7,22,189,107
17,3,16,156,114
18,7,15,133,126
19,1,11,122,121
20,6,12,118,111
21,5,9,109,93
22,2,10,106,89
23,4,6,98,74
24,4,5,106,88
25,2,14,91,69
26,1,5,86,82
27,3,9,84,59
28,0,5,82,59
29,3,3,89,57
30,3,0,77,53
31,2,4,78,44
32,4,5,80,43
33,0,1,67,31
34,0,1,65,32
35,0,2,58,36
36,1,3,64,36
37,1,7,61,34
38,3,2,59,19
39,0,1,53,10
40,4,1,55,27
41,1,2,59,17
42,0,1,65,14
43,1,3,57,24
44,0,5,44,13
45,1,2,29,12
46,2,2,52,11
47,0,0,36,8
48,1,2,37,10
49,1,0,35,9
50,1,1,38,7
51,0,0,35,7
52,0,2,29,11
53,0,0,32,8
54,0,0,22,7
55,1,1,33,5
56,3,0,31,6
57,0,2,19,4
58,0,0,20,4
59,0,0,16,3
60,0,NA,NA,NA
