"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,313,222
1,6,18,873,357
2,40,16,669,231
3,21,8,688,192
4,21,8,633,176
5,13,6,630,149
6,10,4,651,138
7,3,5,638,159
8,14,5,634,154
9,5,8,560,134
10,5,5,494,134
11,11,6,441,167
12,3,2,413,136
13,3,2,329,138
14,2,4,297,150
15,2,2,236,129
16,3,3,202,121
17,0,2,193,120
18,0,1,145,139
19,0,0,146,138
20,0,2,136,125
21,0,2,134,113
22,1,0,130,103
23,1,5,116,84
24,2,1,120,99
25,2,2,113,91
26,0,1,97,98
27,2,1,91,70
28,0,2,99,73
29,1,2,100,69
30,1,2,88,59
31,0,0,89,46
32,1,1,90,56
33,0,1,81,41
34,0,0,67,39
35,4,4,73,42
36,3,0,70,42
37,0,1,75,39
38,2,0,67,24
39,0,1,63,13
40,1,0,62,29
41,1,0,70,18
42,2,1,73,16
43,3,1,62,28
44,1,0,53,19
45,1,0,36,13
46,0,0,56,13
47,0,0,41,10
48,0,0,46,13
49,0,0,45,9
50,1,0,43,9
51,0,1,38,7
52,1,0,29,13
53,1,0,35,8
54,0,0,27,8
55,0,0,35,6
56,2,0,35,7
57,0,1,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
