"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,10,212,173
2,12,16,606,260
3,11,26,497,174
4,13,24,510,156
5,7,21,497,132
6,5,14,503,109
7,7,10,533,102
8,7,21,518,126
9,5,15,513,128
10,3,8,444,110
11,7,14,387,105
12,2,7,337,128
13,4,8,331,106
14,1,4,279,116
15,2,13,247,123
16,1,3,205,114
17,1,7,178,100
18,1,6,154,103
19,0,6,129,119
20,3,5,115,109
21,4,2,114,104
22,4,1,105,87
23,1,4,96,84
24,2,3,96,68
25,0,2,99,80
26,0,2,89,62
27,1,1,83,77
28,0,1,84,55
29,0,1,81,54
30,0,1,85,56
31,0,0,76,48
32,0,1,79,42
33,0,1,75,40
34,1,0,66,30
35,1,1,63,31
36,0,3,58,31
37,1,0,62,34
38,0,0,61,34
39,1,1,55,19
40,0,0,52,9
41,1,0,54,27
42,0,0,59,17
43,0,0,65,14
44,1,0,56,23
45,0,0,44,13
46,1,1,29,12
47,0,2,52,11
48,1,0,36,7
49,0,0,36,10
50,0,0,35,8
51,0,0,37,7
52,1,0,32,7
53,1,0,28,10
54,0,1,32,8
55,0,0,22,7
56,1,0,33,4
57,0,0,29,6
58,0,1,19,4
59,0,0,19,4
60,0,0,16,3
