"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,1,197,162
2,7,9,565,242
3,4,12,458,165
4,12,4,472,144
5,6,12,452,128
6,2,7,470,99
7,3,12,496,97
8,9,7,479,124
9,9,8,464,120
10,5,11,410,102
11,3,8,361,101
12,4,8,307,122
13,2,12,304,104
14,8,5,252,106
15,1,7,230,108
16,5,9,192,111
17,2,4,173,96
18,1,5,146,97
19,0,5,124,115
20,4,5,99,103
21,0,0,105,101
22,3,5,96,81
23,1,5,91,77
24,2,5,87,66
25,1,3,89,73
26,0,2,83,60
27,0,1,78,73
28,1,2,80,47
29,0,1,77,49
30,1,4,81,49
31,0,1,73,46
32,2,0,72,35
33,0,2,73,37
34,0,0,63,30
35,0,0,63,30
36,0,0,57,30
37,0,0,55,30
38,0,1,53,27
39,0,0,54,16
40,0,0,51,8
41,1,0,52,26
42,0,0,57,16
43,1,0,64,13
44,1,0,54,21
45,0,0,38,13
46,1,0,27,11
47,0,0,52,11
48,1,0,34,6
49,0,0,36,10
50,1,0,33,6
51,0,0,36,7
52,0,0,30,7
53,1,0,27,8
54,1,1,28,7
55,0,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,1,19,3
59,2,0,16,4
60,1,0,13,3
