"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,268,213
1,10,14,769,326
2,23,12,612,216
3,21,19,652,187
4,15,3,604,159
5,17,8,606,142
6,10,7,634,133
7,5,7,619,154
8,13,5,615,152
9,5,9,544,129
10,6,5,478,128
11,12,3,427,161
12,7,1,396,132
13,4,7,325,133
14,3,2,290,145
15,3,5,231,131
16,4,2,202,116
17,1,3,183,117
18,6,2,143,138
19,1,3,144,133
20,2,4,133,125
21,0,4,127,107
22,2,1,122,103
23,5,1,114,78
24,1,0,117,96
25,2,3,108,86
26,1,3,94,93
27,4,3,88,69
28,2,3,93,71
29,2,0,98,68
30,2,6,86,58
31,0,4,86,45
32,2,4,86,50
33,1,2,79,41
34,2,1,67,37
35,3,1,70,41
36,3,0,67,41
37,2,3,74,38
38,1,4,64,22
39,2,2,60,13
40,3,0,62,29
41,1,1,65,18
42,3,2,70,16
43,3,1,61,27
44,0,1,50,16
45,3,1,35,13
46,1,1,55,13
47,0,0,40,10
48,1,1,43,13
49,3,0,40,9
50,4,4,40,9
51,1,2,35,7
52,2,3,29,11
53,1,1,34,8
54,0,2,24,8
55,3,2,35,6
56,2,0,34,7
57,1,2,21,5
58,1,0,21,4
59,2,2,17,3
60,0,NA,NA,NA
