"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,285,217
1,11,13,809,338
2,29,9,642,225
3,16,7,671,187
4,15,6,627,168
5,11,11,617,145
6,10,8,641,133
7,7,9,628,158
8,13,7,622,152
9,8,3,553,131
10,7,6,487,130
11,10,5,438,165
12,5,5,405,132
13,5,6,328,136
14,2,5,294,147
15,4,6,237,128
16,1,4,202,118
17,0,1,187,119
18,5,2,145,137
19,1,2,145,137
20,1,1,135,125
21,0,1,130,108
22,0,1,127,102
23,3,0,115,80
24,2,0,118,96
25,3,0,110,89
26,1,0,96,96
27,2,2,90,69
28,0,1,95,72
29,4,3,99,68
30,1,2,87,58
31,0,3,87,44
32,2,0,90,55
33,1,0,81,41
34,0,0,67,38
35,3,1,71,41
36,2,0,69,41
37,0,0,77,38
38,2,3,66,23
39,1,0,62,13
40,2,0,62,29
41,0,2,68,18
42,2,1,70,16
43,5,2,62,28
44,0,0,52,18
45,1,0,36,13
46,0,0,55,13
47,0,0,40,10
48,1,1,48,13
49,0,1,44,9
50,2,2,42,9
51,0,0,36,7
52,2,1,29,12
53,1,1,35,9
54,0,2,26,8
55,1,1,35,6
56,2,1,35,7
57,0,0,22,5
58,1,0,23,5
59,1,1,18,3
60,0,NA,NA,NA
