"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,4,212,174
2,18,33,607,265
3,15,26,498,174
4,10,20,514,156
5,8,20,498,133
6,2,24,507,110
7,7,22,534,102
8,8,21,520,126
9,10,11,513,127
10,4,10,444,111
11,7,15,388,106
12,2,12,338,131
13,1,7,334,107
14,0,11,280,116
15,3,5,247,123
16,2,7,205,114
17,2,4,178,100
18,2,12,154,104
19,0,2,129,120
20,3,6,115,110
21,4,6,115,104
22,4,5,105,87
23,1,4,96,84
24,2,1,96,68
25,0,1,99,80
26,0,4,89,62
27,2,2,83,77
28,0,2,84,55
29,0,2,81,54
30,1,1,85,56
31,0,1,76,48
32,0,1,79,42
33,0,0,75,40
34,1,0,66,30
35,1,1,63,31
36,0,1,58,31
37,1,0,62,35
38,0,1,61,34
39,1,2,55,19
40,0,0,52,9
41,1,0,54,27
42,0,1,59,17
43,0,0,65,14
44,1,0,56,23
45,0,0,44,13
46,1,0,29,12
47,0,0,52,11
48,1,0,36,7
49,0,1,36,10
50,0,2,35,8
51,0,0,37,7
52,1,0,32,7
53,1,0,28,10
54,0,0,32,8
55,0,0,22,7
56,1,0,33,4
57,1,1,29,6
58,0,0,19,4
59,1,0,19,4
60,0,0,16,3
