"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,310,221
1,5,6,879,358
2,41,7,671,231
3,20,18,690,192
4,23,16,633,176
5,13,4,630,149
6,10,10,651,138
7,4,5,640,159
8,14,4,633,154
9,5,5,560,135
10,5,5,493,134
11,12,8,441,168
12,3,6,414,136
13,4,5,328,138
14,2,1,297,150
15,2,2,237,129
16,2,4,203,121
17,0,2,192,120
18,0,3,145,139
19,0,2,147,138
20,0,1,136,125
21,0,0,134,113
22,1,2,130,103
23,1,2,116,84
24,2,0,121,98
25,1,5,113,93
26,0,1,97,98
27,2,2,91,70
28,0,1,98,73
29,1,1,99,69
30,1,2,89,59
31,0,2,89,46
32,1,0,90,56
33,0,0,81,41
34,0,1,68,39
35,3,1,72,42
36,4,0,70,42
37,0,4,75,39
38,2,0,67,24
39,0,0,63,13
40,1,0,62,29
41,1,1,70,18
42,2,0,73,16
43,3,0,62,28
44,0,1,53,19
45,1,1,36,13
46,1,0,56,13
47,0,0,41,10
48,0,0,46,13
49,0,0,45,9
50,1,0,43,9
51,0,0,38,7
52,1,0,29,13
53,1,1,35,8
54,0,0,27,8
55,0,0,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,1,19,3
60,0,NA,NA,NA
