"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,14,220,184
2,20,25,625,274
3,8,24,516,184
4,14,46,523,158
5,17,30,513,136
6,11,43,515,117
7,12,29,542,106
8,6,18,533,131
9,10,13,527,130
10,13,25,448,113
11,5,21,397,110
12,6,17,345,134
13,4,12,339,111
14,3,13,280,119
15,7,15,252,124
16,3,16,209,117
17,2,10,179,98
18,2,3,156,105
19,2,8,129,121
20,4,9,117,115
21,2,9,118,105
22,2,6,107,88
23,3,6,96,85
24,4,3,97,71
25,3,6,100,80
26,1,1,89,65
27,2,6,83,79
28,0,2,84,56
29,0,3,81,56
30,2,1,85,57
31,0,4,76,50
32,0,1,79,43
33,0,4,76,40
34,2,3,67,30
35,1,2,63,31
36,0,3,58,32
37,0,0,63,36
38,0,0,61,34
39,1,2,56,19
40,1,0,52,9
41,1,1,55,27
42,0,1,59,17
43,0,1,65,14
44,0,0,57,23
45,0,0,44,13
46,1,0,29,12
47,0,0,52,11
48,1,0,36,7
49,0,1,36,10
50,0,0,35,8
51,1,0,37,7
52,1,1,32,7
53,0,0,29,11
54,0,0,32,8
55,0,1,22,7
56,1,0,33,4
57,0,0,31,6
58,0,0,19,4
59,1,0,19,4
60,0,0,16,3
