"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,291,218
1,9,11,818,341
2,31,4,646,227
3,14,7,675,187
4,18,7,628,169
5,12,5,620,145
6,10,6,646,134
7,5,6,632,159
8,11,6,624,153
9,5,3,553,131
10,7,8,487,131
11,11,5,439,166
12,5,9,405,133
13,7,6,327,137
14,3,0,296,147
15,2,5,235,128
16,1,5,203,119
17,0,2,188,120
18,4,6,145,137
19,1,4,145,137
20,1,7,137,125
21,0,3,130,108
22,0,1,127,102
23,3,2,115,80
24,2,1,119,96
25,2,1,111,89
26,0,1,96,96
27,2,1,90,69
28,1,0,97,72
29,2,0,99,68
30,1,0,88,58
31,0,0,88,44
32,1,2,90,55
33,1,2,81,41
34,0,3,67,38
35,4,1,72,42
36,2,2,69,41
37,0,0,76,38
38,2,0,67,23
39,0,0,63,13
40,1,1,62,29
41,0,0,69,18
42,1,0,71,16
43,5,0,62,28
44,0,0,52,19
45,1,0,36,13
46,0,2,55,13
47,0,1,41,10
48,0,1,47,13
49,0,0,45,9
50,1,0,42,9
51,0,0,37,7
52,2,0,29,12
53,1,1,36,9
54,0,1,27,8
55,1,1,35,6
56,2,0,35,7
57,0,1,22,5
58,1,1,23,5
59,1,2,18,3
60,0,NA,NA,NA
