"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,14,11,223,186
2,28,34,637,280
3,17,42,524,190
4,17,47,531,167
5,17,32,524,139
6,18,33,527,120
7,15,44,549,112
8,17,29,539,134
9,8,27,535,135
10,19,17,458,121
11,7,22,403,111
12,11,18,351,134
13,7,24,342,115
14,8,7,283,120
15,8,10,254,130
16,4,4,210,118
17,3,11,181,99
18,2,11,157,107
19,2,8,130,121
20,3,7,118,116
21,2,10,118,105
22,1,9,108,88
23,7,13,97,86
24,2,7,98,73
25,3,3,102,82
26,2,7,89,64
27,4,6,83,80
28,1,3,84,57
29,2,5,81,56
30,1,5,87,56
31,0,4,76,51
32,0,6,79,43
33,0,1,77,41
34,1,4,68,30
35,0,0,64,31
36,0,1,58,33
37,0,1,63,36
38,0,3,61,34
39,0,0,57,19
40,1,3,52,10
41,2,2,55,27
42,0,2,59,17
43,0,2,65,14
44,0,0,57,23
45,0,0,44,13
46,1,1,29,12
47,0,0,52,11
48,1,0,36,7
49,0,1,36,11
50,0,0,35,8
51,1,0,37,7
52,0,0,33,7
53,0,0,29,11
54,0,0,32,8
55,0,0,22,7
56,2,1,33,4
57,0,0,31,6
58,0,0,19,4
59,0,1,20,4
60,0,0,16,3
