"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,4,302,219
1,9,22,841,346
2,33,13,657,230
3,15,5,683,189
4,13,6,630,171
5,13,9,625,148
6,5,3,647,137
7,4,7,636,159
8,14,4,630,153
9,5,3,558,133
10,4,0,492,132
11,10,5,440,167
12,4,2,410,134
13,6,0,327,138
14,2,5,297,148
15,1,4,235,129
16,1,3,202,121
17,0,1,190,120
18,3,3,145,138
19,0,4,148,138
20,0,7,136,125
21,1,4,133,111
22,1,0,128,102
23,2,4,116,81
24,1,3,120,99
25,2,1,112,90
26,0,6,96,97
27,2,1,91,69
28,0,3,98,72
29,0,1,100,68
30,1,1,89,58
31,0,1,88,44
32,1,1,91,55
33,0,2,81,41
34,0,0,67,39
35,3,0,71,42
36,2,0,70,42
37,0,0,76,39
38,2,0,67,24
39,0,0,63,13
40,1,1,62,29
41,1,1,70,18
42,0,1,73,16
43,3,0,62,28
44,0,1,52,19
45,1,0,36,13
46,0,0,55,13
47,1,0,41,10
48,0,1,46,13
49,0,0,45,9
50,1,0,42,9
51,1,0,38,7
52,1,0,29,13
53,1,0,35,8
54,0,1,27,8
55,0,1,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,0,18,3
60,1,NA,NA,NA
