"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,7,205,166
2,8,10,590,249
3,2,10,487,168
4,9,10,498,151
5,1,5,487,129
6,6,12,497,105
7,6,4,514,100
8,2,11,514,126
9,6,6,495,123
10,7,4,431,108
11,0,5,385,103
12,5,2,328,127
13,3,1,324,104
14,3,3,275,112
15,3,1,238,119
16,0,0,204,113
17,2,1,176,97
18,1,1,153,98
19,2,3,127,118
20,3,2,113,107
21,1,3,113,103
22,2,2,102,86
23,2,0,94,82
24,5,3,91,68
25,1,1,98,78
26,1,1,88,62
27,1,1,81,76
28,0,4,84,53
29,1,2,81,53
30,2,0,83,54
31,0,0,76,47
32,1,3,79,40
33,1,3,74,39
34,0,2,66,30
35,0,1,63,31
36,0,1,58,30
37,3,1,57,34
38,4,2,55,31
39,1,2,55,18
40,0,0,52,9
41,1,2,53,27
42,2,0,57,17
43,0,2,65,14
44,0,0,56,23
45,0,1,41,13
46,1,3,29,12
47,0,2,53,11
48,2,1,34,7
49,0,2,36,10
50,0,0,35,8
51,0,1,37,7
52,1,0,31,7
53,0,0,28,9
54,1,0,30,8
55,0,0,22,7
56,2,1,32,4
57,0,0,29,6
58,0,0,19,3
59,1,0,18,4
60,0,0,14,3
