"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,327,230
1,8,3,961,374
2,39,0,719,241
3,16,0,726,197
4,20,2,656,182
5,10,4,644,151
6,6,2,666,143
7,4,0,647,161
8,16,2,641,159
9,6,0,569,139
10,5,0,502,139
11,9,1,449,167
12,1,3,421,140
13,3,0,331,141
14,3,0,301,150
15,3,0,241,132
16,1,1,206,124
17,0,2,195,121
18,1,1,145,141
19,2,0,147,141
20,1,1,137,128
21,0,0,134,116
22,1,1,130,107
23,2,0,118,85
24,0,0,124,100
25,1,2,116,92
26,0,0,98,98
27,1,2,92,70
28,0,2,100,73
29,1,1,99,69
30,1,1,89,60
31,0,1,90,47
32,1,1,90,56
33,0,0,81,41
34,0,0,69,39
35,2,0,76,42
36,3,0,72,43
37,0,1,77,41
38,1,0,67,24
39,2,0,65,13
40,1,0,65,30
41,1,0,72,18
42,1,0,73,17
43,3,2,63,28
44,0,1,53,20
45,2,0,36,13
46,0,1,56,13
47,1,0,41,12
48,0,0,47,13
49,0,2,45,9
50,2,0,43,9
51,0,0,38,8
52,1,0,29,13
53,1,0,35,8
54,0,1,27,9
55,1,0,35,6
56,3,1,35,7
57,0,0,21,6
58,1,0,22,5
59,0,0,19,3
60,1,NA,NA,NA
