"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,296,218
1,8,12,827,344
2,33,11,648,229
3,16,8,677,187
4,17,11,629,170
5,11,6,621,146
6,10,1,646,135
7,4,6,634,159
8,11,6,626,153
9,6,2,556,132
10,4,6,490,131
11,10,4,438,167
12,4,5,407,133
13,9,2,328,137
14,2,5,296,147
15,2,3,235,128
16,1,7,202,120
17,0,5,189,120
18,3,0,145,137
19,1,5,145,137
20,2,5,136,125
21,0,2,133,110
22,2,6,128,102
23,2,1,115,81
24,1,3,119,96
25,2,4,111,89
26,0,1,96,96
27,2,2,91,69
28,0,1,98,72
29,1,1,100,68
30,1,1,89,58
31,0,0,88,44
32,1,0,90,54
33,1,0,81,41
34,0,0,67,39
35,3,0,72,42
36,3,1,69,42
37,0,1,76,38
38,3,3,67,24
39,0,0,63,13
40,1,2,63,29
41,0,0,69,18
42,1,0,73,17
43,3,0,62,28
44,0,1,52,19
45,1,0,36,13
46,0,0,55,13
47,1,0,41,10
48,0,0,47,13
49,0,0,45,9
50,1,1,42,9
51,0,1,38,7
52,1,1,29,12
53,1,0,35,9
54,0,0,28,8
55,0,0,35,6
56,2,0,35,7
57,0,0,22,5
58,1,1,23,5
59,1,1,18,3
60,1,NA,NA,NA
