"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,343,234
1,9,4,1033,385
2,24,4,742,251
3,21,4,749,205
4,19,3,669,183
5,12,1,653,157
6,4,0,675,145
7,4,2,659,165
8,5,3,649,162
9,6,1,578,142
10,1,2,509,144
11,3,1,450,170
12,1,4,425,140
13,1,0,336,140
14,3,2,305,153
15,1,1,244,132
16,1,1,208,124
17,0,0,195,124
18,0,2,149,143
19,1,0,149,141
20,2,2,138,128
21,0,0,136,117
22,1,0,132,109
23,2,1,118,88
24,0,1,125,101
25,0,0,115,92
26,2,0,99,98
27,1,1,92,70
28,0,0,101,74
29,0,0,102,70
30,0,0,89,60
31,0,0,92,48
32,0,0,90,55
33,0,0,81,41
34,0,0,69,42
35,2,0,77,42
36,3,0,73,43
37,0,0,76,41
38,1,0,69,24
39,0,0,66,13
40,0,0,67,30
41,0,0,74,18
42,0,0,75,17
43,1,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,0,57,13
47,0,0,41,13
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,38,8
52,1,0,30,13
53,0,0,35,8
54,0,0,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,22,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
