"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,375,247
1,9,3,1148,421
2,25,1,833,272
3,15,2,820,221
4,12,4,710,190
5,12,2,682,172
6,6,3,690,149
7,4,1,680,171
8,4,3,656,173
9,2,1,584,145
10,0,0,522,151
11,2,0,459,173
12,1,3,432,145
13,4,2,343,144
14,1,1,306,155
15,2,0,247,133
16,0,0,210,126
17,1,2,201,127
18,0,0,153,148
19,0,1,149,141
20,1,0,140,129
21,1,0,138,117
22,1,0,136,112
23,1,0,119,87
24,2,0,126,102
25,0,0,118,94
26,0,1,101,98
27,2,0,93,71
28,0,0,102,75
29,0,0,102,71
30,0,0,89,60
31,0,1,96,50
32,0,0,91,54
33,0,0,80,41
34,0,0,72,43
35,0,0,78,42
36,3,1,75,44
37,0,0,77,42
38,0,1,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,1,75,18
43,0,0,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,21,3
60,0,NA,NA,NA
