"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,255,202
1,8,23,707,311
2,22,16,582,211
3,15,15,616,180
4,18,15,583,153
5,12,23,589,134
6,11,12,609,129
7,16,17,588,150
8,17,19,597,147
9,12,17,524,128
10,12,13,455,122
11,18,12,399,157
12,16,12,382,125
13,10,7,310,132
14,5,12,280,139
15,2,13,226,128
16,4,11,195,111
17,5,8,168,117
18,10,13,136,134
19,4,14,136,128
20,3,9,125,123
21,6,6,117,101
22,4,11,116,97
23,4,10,109,76
24,1,6,109,93
25,5,13,91,77
26,7,11,90,89
27,2,9,84,62
28,1,12,86,66
29,2,8,94,63
30,1,5,79,55
31,2,6,81,45
32,1,3,79,48
33,0,5,70,35
34,3,10,66,35
35,1,6,60,38
36,5,3,66,38
37,2,2,67,36
38,2,3,60,20
39,1,2,58,11
40,0,5,57,27
41,1,2,61,18
42,1,5,67,15
43,0,2,57,26
44,0,3,46,14
45,0,1,32,13
46,0,2,52,12
47,1,6,37,9
48,2,1,37,11
49,1,3,36,9
50,1,2,37,9
51,1,1,35,7
52,0,0,29,11
53,0,1,32,8
54,1,0,23,7
55,0,1,34,5
56,2,1,31,7
57,1,0,19,4
58,0,1,21,4
59,1,2,17,3
60,1,NA,NA,NA
