"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,352,236
1,11,1,1072,395
2,19,4,765,256
3,10,2,765,208
4,14,4,684,182
5,10,3,657,158
6,6,0,680,146
7,4,0,667,165
8,7,1,653,164
9,2,1,577,142
10,0,0,514,146
11,4,0,451,171
12,2,1,426,142
13,1,1,337,140
14,3,0,305,153
15,2,0,245,132
16,1,0,207,124
17,0,1,196,125
18,1,1,150,145
19,0,1,149,140
20,2,1,139,128
21,0,1,136,118
22,2,0,133,111
23,2,0,118,87
24,1,2,125,100
25,0,1,116,93
26,1,1,99,98
27,1,0,92,70
28,0,0,101,74
29,0,0,102,71
30,0,0,88,60
31,0,0,92,48
32,1,0,91,55
33,0,0,81,41
34,0,0,71,42
35,1,0,78,42
36,2,2,73,43
37,0,1,76,41
38,1,1,69,24
39,0,1,66,13
40,0,1,67,30
41,1,0,74,18
42,0,0,75,17
43,0,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,1,57,13
47,0,0,41,12
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,1,39,9
52,0,1,30,13
53,0,0,35,8
54,0,0,29,9
55,0,1,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,21,3
60,0,NA,NA,NA
