"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,374,243
1,7,4,1120,416
2,28,3,826,270
3,13,3,808,220
4,16,1,702,187
5,12,2,678,171
6,8,1,688,149
7,3,3,672,170
8,7,0,655,172
9,1,3,584,144
10,4,0,519,150
11,4,3,456,171
12,4,3,431,145
13,3,1,342,143
14,0,0,306,155
15,3,2,246,133
16,1,2,210,125
17,1,0,199,127
18,1,0,152,147
19,0,0,149,140
20,1,0,140,128
21,0,0,137,117
22,1,0,134,110
23,1,1,119,87
24,0,0,126,102
25,0,1,118,95
26,0,1,100,98
27,2,0,93,71
28,0,0,101,74
29,0,0,102,71
30,0,0,89,60
31,0,0,95,50
32,0,2,91,54
33,0,0,81,41
34,0,0,72,43
35,0,1,77,42
36,2,0,73,44
37,1,1,78,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,76,18
43,0,0,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,42,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
