"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,6,206,168
2,11,16,593,252
3,9,11,487,171
4,6,16,503,153
5,3,9,488,130
6,4,4,500,105
7,8,6,521,102
8,3,9,515,126
9,7,4,501,124
10,1,9,438,109
11,1,3,386,104
12,1,8,334,127
13,1,4,327,105
14,0,3,278,113
15,1,3,243,122
16,0,2,204,113
17,0,6,178,97
18,0,3,153,101
19,1,4,128,118
20,3,2,113,108
21,2,1,113,103
22,1,1,103,86
23,2,2,94,83
24,3,0,94,67
25,0,0,99,78
26,0,0,89,62
27,2,0,82,76
28,0,0,84,54
29,0,2,81,53
30,0,2,85,55
31,0,2,76,48
32,0,0,79,40
33,0,0,75,40
34,1,0,66,30
35,0,0,63,31
36,1,0,58,30
37,4,1,58,34
38,2,2,58,31
39,1,0,55,19
40,0,0,52,9
41,1,0,54,27
42,0,3,59,17
43,0,1,65,14
44,0,1,56,23
45,2,0,41,13
46,1,0,29,12
47,0,0,52,11
48,1,1,35,7
49,0,0,36,10
50,0,0,35,8
51,0,0,37,7
52,0,1,32,7
53,0,0,28,9
54,1,0,30,8
55,0,3,22,7
56,2,1,32,4
57,0,1,29,6
58,0,1,19,3
59,0,0,19,4
60,0,1,14,3
