"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,8,270,214
1,7,5,762,324
2,24,10,612,215
3,15,13,648,186
4,13,10,602,160
5,13,7,604,139
6,11,13,635,133
7,5,6,615,155
8,13,3,614,151
9,4,1,544,130
10,7,7,477,127
11,9,4,427,161
12,7,6,396,131
13,4,2,323,131
14,4,4,291,146
15,2,3,231,131
16,3,3,202,116
17,0,4,182,117
18,7,5,142,138
19,2,2,142,133
20,2,1,133,125
21,0,1,126,107
22,1,5,123,101
23,6,2,113,78
24,1,3,117,96
25,1,3,107,85
26,1,1,94,93
27,4,8,88,69
28,1,4,93,71
29,1,4,97,68
30,4,3,86,58
31,0,1,86,45
32,2,1,84,51
33,2,0,78,41
34,1,4,68,37
35,3,4,67,41
36,2,2,68,41
37,1,0,75,38
38,1,1,64,22
39,2,2,60,13
40,2,1,62,28
41,1,3,65,18
42,3,1,68,15
43,4,2,60,27
44,1,0,49,15
45,2,2,34,13
46,2,0,55,13
47,1,5,40,10
48,0,2,43,13
49,3,3,39,9
50,3,1,38,9
51,2,4,34,7
52,2,2,29,11
53,1,0,34,8
54,0,3,24,8
55,3,0,35,6
56,2,2,34,7
57,0,1,21,5
58,1,1,22,4
59,1,1,17,3
60,0,NA,NA,NA
