"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,393,259
1,4,4,1238,442
2,20,7,879,281
3,10,2,849,230
4,16,2,736,199
5,6,0,700,175
6,6,0,701,153
7,2,1,689,182
8,3,2,662,175
9,3,1,591,148
10,0,1,531,153
11,3,0,463,175
12,1,0,439,146
13,2,0,344,147
14,3,0,309,157
15,1,0,250,137
16,0,0,214,129
17,1,0,201,128
18,0,0,154,149
19,1,0,155,141
20,1,0,145,130
21,0,0,139,117
22,0,0,134,111
23,1,0,120,89
24,0,2,126,100
25,1,0,117,97
26,1,0,104,98
27,1,0,95,71
28,0,0,102,76
29,0,0,102,71
30,0,0,89,60
31,0,0,96,50
32,0,0,91,55
33,0,0,80,41
34,0,0,72,43
35,0,0,81,42
36,1,0,74,44
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,76,18
42,0,0,76,17
43,0,0,66,28
44,0,1,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,3,48,14
49,0,0,49,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,36,9
54,0,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,1,20,3
60,0,NA,NA,NA
