"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,268,211
1,9,9,756,321
2,17,5,605,215
3,12,4,644,185
4,14,7,602,157
5,8,8,603,139
6,9,8,630,131
7,9,4,616,156
8,15,6,613,150
9,6,3,542,130
10,11,4,478,127
11,9,8,425,160
12,7,6,395,131
13,2,2,320,132
14,5,1,289,146
15,3,2,231,130
16,2,6,203,116
17,0,3,180,117
18,6,3,142,138
19,2,3,141,133
20,3,1,133,125
21,0,10,124,107
22,3,8,122,101
23,5,4,113,78
24,2,3,115,95
25,3,2,107,83
26,0,4,93,92
27,5,1,87,67
28,3,4,92,71
29,1,5,96,67
30,3,3,84,57
31,2,2,84,45
32,3,2,84,52
33,3,3,76,40
34,3,3,67,37
35,3,5,67,40
36,2,2,68,41
37,1,2,74,37
38,3,1,62,22
39,3,3,61,13
40,2,0,62,28
41,1,5,64,18
42,3,3,67,15
43,4,3,60,27
44,1,2,48,15
45,3,6,34,13
46,1,3,55,12
47,0,0,40,10
48,1,3,43,13
49,3,1,39,9
50,1,2,38,9
51,1,1,35,7
52,1,2,29,11
53,1,2,33,8
54,1,2,23,7
55,4,2,34,6
56,3,2,33,7
57,1,1,20,5
58,0,0,21,4
59,2,1,17,3
60,0,NA,NA,NA
