"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,4,267,209
1,10,8,749,321
2,21,9,605,215
3,12,8,644,184
4,13,10,603,157
5,7,6,603,139
6,6,7,630,131
7,8,2,615,156
8,15,4,614,150
9,6,7,542,130
10,11,6,477,127
11,10,3,424,160
12,6,1,394,131
13,3,3,320,132
14,4,8,289,145
15,3,4,230,129
16,3,3,203,116
17,0,3,180,117
18,6,2,142,138
19,1,10,141,133
20,2,9,133,125
21,0,5,124,105
22,3,5,122,100
23,5,3,113,78
24,1,4,115,95
25,3,1,107,83
26,0,4,93,92
27,5,5,87,67
28,3,4,92,70
29,1,3,96,67
30,3,2,84,57
31,1,3,84,45
32,3,3,84,51
33,3,5,76,40
34,3,2,67,37
35,3,3,67,40
36,2,1,68,40
37,1,3,74,37
38,3,0,62,22
39,3,5,60,13
40,2,4,62,28
41,1,3,64,18
42,3,2,67,15
43,4,7,60,26
44,1,3,48,15
45,3,0,34,13
46,1,3,55,12
47,0,1,40,10
48,1,3,42,12
49,4,1,38,9
50,1,2,38,9
51,2,2,35,7
52,1,2,29,11
53,1,2,33,8
54,1,3,23,7
55,4,1,34,6
56,3,0,33,7
57,1,1,20,5
58,0,0,21,4
59,2,1,17,3
60,0,NA,NA,NA
