"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,373,244
1,9,0,1132,420
2,29,6,831,272
3,14,2,814,221
4,13,0,708,190
5,10,0,681,171
6,8,3,692,149
7,2,0,676,171
8,5,2,655,172
9,2,1,584,145
10,1,1,521,150
11,3,1,458,173
12,2,1,432,145
13,4,0,343,143
14,1,0,306,155
15,3,0,247,133
16,0,0,210,126
17,0,1,201,127
18,0,1,152,148
19,0,0,148,140
20,1,1,140,129
21,0,1,137,117
22,2,0,135,111
23,1,0,119,87
24,0,0,126,101
25,0,1,119,96
26,0,0,100,98
27,2,1,93,71
28,0,1,101,74
29,1,0,102,71
30,0,0,89,60
31,0,1,95,50
32,1,0,91,55
33,0,0,80,41
34,0,0,72,43
35,0,0,79,42
36,3,0,73,44
37,1,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,0,76,17
43,0,0,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,1,39,8
52,0,0,31,13
53,0,1,35,9
54,1,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
