"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,2,316,226
1,6,9,920,366
2,34,9,693,234
3,24,8,706,194
4,23,3,644,181
5,13,3,640,150
6,7,1,657,140
7,8,5,644,159
8,12,3,635,156
9,5,2,566,135
10,5,1,498,135
11,12,2,443,167
12,3,5,415,137
13,4,1,329,139
14,3,1,299,150
15,2,2,238,132
16,3,1,204,122
17,1,2,194,121
18,0,4,146,140
19,0,2,147,139
20,0,1,136,126
21,0,2,133,114
22,1,0,131,105
23,2,1,118,84
24,0,2,123,100
25,2,2,114,92
26,0,0,98,98
27,1,0,91,70
28,1,1,99,73
29,0,1,100,69
30,1,4,88,59
31,0,2,89,46
32,1,1,90,56
33,0,0,81,41
34,0,0,69,39
35,2,0,72,42
36,3,0,70,43
37,0,5,77,39
38,1,0,67,24
39,0,1,64,13
40,2,1,64,30
41,1,1,72,18
42,0,0,72,16
43,3,2,62,28
44,0,1,53,19
45,1,0,36,13
46,0,1,56,13
47,0,1,41,10
48,0,0,46,13
49,0,2,45,9
50,1,1,44,9
51,0,0,39,7
52,1,0,29,13
53,1,0,35,8
54,0,0,27,9
55,0,0,35,6
56,2,1,35,7
57,0,1,22,5
58,2,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
