"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,7,194,160
2,6,16,558,239
3,8,9,449,165
4,8,13,462,142
5,8,16,440,128
6,5,15,461,97
7,5,15,488,97
8,5,10,470,124
9,4,12,460,117
10,4,12,406,101
11,2,10,355,101
12,3,8,300,121
13,3,10,299,104
14,4,6,247,104
15,3,4,227,108
16,0,3,191,110
17,1,1,172,94
18,0,5,146,96
19,0,1,125,115
20,0,1,99,103
21,0,1,103,100
22,1,2,96,79
23,1,0,91,76
24,2,1,86,66
25,0,0,89,73
26,0,2,83,59
27,0,0,78,73
28,1,0,80,47
29,0,0,77,49
30,1,0,80,49
31,0,0,73,46
32,2,0,72,34
33,0,0,73,37
34,1,0,61,30
35,0,1,63,30
36,0,0,57,30
37,1,0,55,30
38,0,0,53,27
39,0,0,54,16
40,1,1,50,8
41,1,0,52,26
42,0,1,57,16
43,1,0,64,13
44,0,0,54,21
45,0,0,38,13
46,0,1,27,11
47,0,0,52,11
48,1,0,33,6
49,0,0,36,10
50,1,0,33,6
51,0,0,36,7
52,1,0,29,7
53,0,0,27,8
54,1,0,28,7
55,0,1,21,7
56,1,0,30,4
57,0,0,29,6
58,0,0,19,3
59,2,0,16,4
60,1,0,13,3
