"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,1,195,160
2,3,5,552,237
3,6,7,438,163
4,6,2,453,139
5,3,2,426,129
6,1,2,458,97
7,2,2,475,97
8,0,1,465,122
9,0,0,459,117
10,2,0,404,100
11,0,0,355,101
12,2,0,298,121
13,1,0,298,103
14,2,0,246,104
15,1,0,229,108
16,0,2,190,110
17,1,0,171,94
18,0,0,146,96
19,2,0,123,115
20,0,1,99,102
21,0,2,104,101
22,0,0,96,79
23,2,1,90,75
24,4,0,85,66
25,0,1,89,74
26,0,0,83,59
27,1,1,77,72
28,2,1,79,47
29,1,0,76,49
30,1,0,80,49
31,0,1,73,46
32,1,1,72,34
33,1,0,72,37
34,2,1,60,30
35,0,0,64,30
36,0,2,57,30
37,1,0,55,30
38,0,0,53,27
39,0,1,54,16
40,2,0,48,8
41,2,0,52,25
42,0,1,57,15
43,1,0,63,12
44,0,0,54,21
45,0,0,38,13
46,1,1,26,11
47,1,0,51,11
48,1,1,33,6
49,1,2,35,10
50,1,1,33,6
51,1,2,35,7
52,1,0,28,7
53,2,0,25,8
54,2,0,26,7
55,0,0,21,7
56,2,4,29,4
57,1,2,27,6
58,2,1,17,2
59,0,0,16,4
60,1,0,12,3
