"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,5,294,217
1,9,12,824,344
2,33,10,648,228
3,15,11,677,187
4,18,5,628,169
5,11,2,621,146
6,9,6,647,135
7,4,6,632,159
8,11,2,626,153
9,5,6,556,132
10,4,4,490,131
11,10,5,439,167
12,4,2,407,133
13,8,6,329,138
14,1,3,296,147
15,2,7,235,128
16,1,5,202,120
17,0,0,188,120
18,4,5,145,137
19,1,4,147,137
20,2,2,135,125
21,0,6,133,110
22,2,1,128,102
23,2,5,115,81
24,1,3,119,96
25,2,1,111,89
26,0,2,96,96
27,2,1,91,69
28,0,1,98,72
29,1,1,99,68
30,1,1,88,58
31,0,0,88,44
32,1,0,90,54
33,1,0,81,41
34,0,0,67,39
35,3,2,70,42
36,3,2,69,41
37,0,3,77,38
38,3,0,67,24
39,0,1,63,13
40,1,0,62,29
41,0,0,69,18
42,1,0,73,17
43,3,1,62,28
44,0,0,52,19
45,1,0,36,13
46,0,0,55,13
47,1,0,41,10
48,0,0,47,13
49,0,1,45,9
50,1,1,42,9
51,0,1,38,7
52,2,0,29,12
53,1,0,35,9
54,0,0,27,8
55,0,0,35,6
56,2,1,36,7
57,0,1,22,5
58,1,1,23,5
59,1,0,18,3
60,1,NA,NA,NA
