"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,2,252,198
1,8,23,695,307
2,25,31,579,210
3,9,23,605,180
4,24,20,577,152
5,13,21,580,132
6,15,19,603,123
7,17,10,584,148
8,15,15,593,146
9,10,22,519,128
10,12,16,449,121
11,18,12,393,154
12,14,20,377,125
13,10,16,303,130
14,10,12,273,137
15,7,8,223,128
16,6,15,194,111
17,6,15,166,115
18,10,9,136,131
19,3,18,131,126
20,5,17,126,122
21,1,17,114,99
22,3,16,114,92
23,5,8,102,75
24,9,7,109,93
25,4,8,91,75
26,6,5,90,87
27,2,5,84,61
28,1,12,84,65
29,3,8,92,61
30,3,5,79,54
31,1,4,81,45
32,1,5,79,48
33,0,3,67,34
34,2,7,66,34
35,1,4,59,37
36,2,7,65,37
37,1,4,66,35
38,2,5,60,20
39,1,2,57,11
40,0,2,57,27
41,1,7,61,18
42,1,2,65,14
43,2,4,57,24
44,0,4,46,14
45,0,1,32,13
46,0,0,52,11
47,0,1,36,9
48,3,0,38,11
49,2,1,36,9
50,0,1,37,9
51,1,1,35,7
52,0,1,29,11
53,0,2,32,8
54,1,0,23,7
55,0,0,34,5
56,2,0,31,7
57,0,1,19,4
58,0,1,21,4
59,1,1,16,3
60,0,NA,NA,NA
