"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,351,238
1,8,1,1067,397
2,18,5,777,258
3,11,2,772,211
4,13,1,689,182
5,5,1,664,161
6,5,1,681,148
7,3,2,669,166
8,4,1,653,164
9,4,0,578,142
10,1,0,514,147
11,3,0,452,170
12,1,0,428,144
13,2,0,338,141
14,1,0,306,154
15,0,0,245,132
16,1,1,208,124
17,0,1,198,125
18,0,0,150,145
19,0,0,150,140
20,1,0,139,128
21,0,0,137,117
22,1,1,132,110
23,2,0,119,87
24,0,0,125,100
25,0,0,117,94
26,0,0,100,98
27,1,0,93,71
28,0,1,101,74
29,0,0,101,71
30,0,0,88,60
31,0,0,94,48
32,0,0,91,56
33,0,0,81,41
34,0,0,71,42
35,1,1,78,42
36,2,0,73,43
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,0,0,75,17
43,0,0,64,28
44,0,0,55,20
45,0,0,37,13
46,1,0,57,13
47,0,1,41,12
48,0,1,47,14
49,1,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,9
54,1,0,29,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,21,3
60,0,NA,NA,NA
