"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,395,259
1,5,0,1218,440
2,19,2,871,279
3,11,1,849,229
4,12,1,731,197
5,7,0,697,172
6,7,1,700,152
7,4,2,689,180
8,3,0,660,174
9,2,1,587,148
10,1,0,531,152
11,2,0,462,175
12,1,0,439,146
13,2,1,344,145
14,3,0,308,157
15,1,0,249,136
16,1,0,213,129
17,2,0,201,128
18,0,0,153,149
19,2,0,153,141
20,2,0,144,130
21,1,0,139,117
22,0,0,134,111
23,1,1,120,88
24,0,0,126,101
25,1,0,117,96
26,1,0,103,98
27,2,1,94,71
28,1,0,102,76
29,0,0,102,71
30,0,0,89,60
31,0,3,96,50
32,0,1,91,55
33,0,0,80,41
34,0,0,72,43
35,0,0,81,42
36,1,0,74,44
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,1,76,18
42,0,1,76,17
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,3,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,36,9
54,0,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
