"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4,194,160
2,8,9,554,237
3,9,13,440,165
4,7,8,456,140
5,3,13,426,129
6,2,3,457,97
7,0,3,478,97
8,3,5,465,122
9,1,2,460,117
10,1,0,404,101
11,0,1,354,101
12,1,1,299,121
13,1,2,298,103
14,2,0,246,104
15,1,0,227,108
16,0,0,190,110
17,2,0,171,94
18,0,0,146,96
19,1,0,124,115
20,0,0,99,103
21,0,0,104,100
22,0,1,96,79
23,2,0,90,76
24,3,0,86,66
25,0,0,89,73
26,0,1,83,59
27,0,2,78,72
28,1,0,80,47
29,0,1,77,49
30,1,0,80,49
31,0,1,73,46
32,1,0,72,34
33,1,1,72,37
34,2,1,60,30
35,0,0,64,30
36,0,0,57,30
37,1,0,55,30
38,0,0,53,27
39,0,0,54,16
40,2,1,48,8
41,1,0,52,26
42,0,2,57,15
43,0,0,64,13
44,0,0,54,21
45,0,0,38,13
46,0,0,27,11
47,0,0,52,11
48,1,1,33,6
49,0,0,36,10
50,1,0,33,6
51,1,0,35,7
52,2,1,28,7
53,2,0,25,8
54,3,1,26,7
55,0,2,21,7
56,1,1,30,4
57,1,2,28,6
58,0,0,19,3
59,1,0,15,4
60,1,0,13,3
