"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2,207,169
2,10,15,597,253
3,9,12,487,171
4,9,16,503,153
5,2,17,490,130
6,4,12,500,105
7,6,11,524,102
8,3,9,515,126
9,6,3,503,124
10,3,6,438,109
11,1,8,386,104
12,2,4,334,127
13,2,6,327,105
14,0,2,278,113
15,1,6,243,122
16,1,4,204,114
17,0,4,178,97
18,1,2,153,101
19,0,2,129,118
20,2,4,114,108
21,2,3,113,103
22,2,4,103,86
23,2,1,94,83
24,3,0,94,67
25,0,1,99,78
26,0,2,89,62
27,2,0,82,76
28,0,0,84,54
29,0,0,81,53
30,0,0,85,55
31,0,0,76,48
32,1,2,79,40
33,0,2,75,40
34,1,2,66,30
35,0,0,63,31
36,0,0,58,31
37,4,0,59,34
38,1,0,59,32
39,1,0,55,19
40,0,0,52,9
41,1,1,54,27
42,0,0,59,17
43,0,0,65,14
44,0,0,56,23
45,1,3,42,13
46,1,1,29,12
47,0,1,52,11
48,1,0,35,7
49,0,0,36,10
50,0,0,35,8
51,0,1,37,7
52,0,0,32,7
53,0,0,28,9
54,1,0,30,8
55,0,1,22,7
56,2,0,32,4
57,0,0,29,6
58,0,3,19,3
59,0,1,19,4
60,0,1,14,3
