"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,325,230
1,10,8,969,374
2,34,1,722,242
3,15,3,730,197
4,19,3,658,182
5,10,1,645,151
6,6,1,665,143
7,4,4,648,161
8,15,1,642,159
9,6,0,570,139
10,5,2,503,139
11,8,1,449,167
12,1,0,421,140
13,3,0,331,141
14,3,3,301,150
15,3,0,241,132
16,1,0,207,124
17,0,0,194,121
18,1,1,145,142
19,2,2,147,141
20,1,0,137,128
21,1,0,134,116
22,1,1,130,107
23,3,0,118,85
24,0,0,124,99
25,1,0,116,93
26,0,0,98,98
27,1,2,92,70
28,0,0,100,73
29,1,1,99,69
30,1,2,88,60
31,0,1,90,47
32,2,1,90,56
33,0,1,81,41
34,0,0,69,39
35,2,0,76,42
36,3,0,73,43
37,1,0,77,41
38,1,0,67,24
39,2,2,66,13
40,1,0,65,30
41,1,0,72,18
42,1,0,73,17
43,3,0,62,28
44,0,0,54,20
45,1,1,36,13
46,0,1,57,13
47,0,0,41,13
48,0,0,47,13
49,0,0,45,9
50,2,0,43,9
51,0,2,38,8
52,1,0,29,13
53,1,0,35,8
54,0,0,28,9
55,1,0,35,6
56,3,1,35,7
57,0,0,21,6
58,1,1,22,5
59,0,0,19,3
60,1,NA,NA,NA
