"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,2,317,227
1,12,11,936,369
2,34,8,701,236
3,20,9,716,195
4,20,6,645,182
5,15,8,642,151
6,6,3,662,142
7,3,2,644,159
8,10,1,639,157
9,4,2,567,135
10,4,4,500,135
11,11,2,446,168
12,3,2,418,137
13,2,1,328,141
14,3,2,300,150
15,2,2,239,132
16,2,0,205,123
17,0,1,195,121
18,0,1,145,140
19,1,2,147,139
20,1,1,136,126
21,0,1,133,116
22,2,2,131,105
23,2,0,118,84
24,0,1,123,99
25,2,2,114,93
26,1,0,98,98
27,1,1,92,70
28,0,2,99,73
29,0,0,100,69
30,1,1,88,59
31,0,1,90,47
32,1,2,91,57
33,0,0,81,41
34,0,0,68,39
35,3,0,74,42
36,2,1,70,43
37,0,3,76,39
38,1,2,67,24
39,0,0,64,13
40,2,0,64,30
41,2,0,72,18
42,0,0,73,17
43,3,0,62,28
44,0,3,53,19
45,1,0,36,13
46,0,1,56,13
47,1,1,41,10
48,0,1,46,13
49,0,0,45,9
50,1,0,43,9
51,0,1,37,8
52,1,0,29,13
53,1,0,35,8
54,0,1,27,9
55,0,0,35,6
56,2,2,35,7
57,0,1,23,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
