"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,5,9,211,173
2,12,22,605,260
3,10,25,497,173
4,12,21,510,156
5,5,17,497,132
6,5,11,503,109
7,7,21,533,102
8,7,14,517,126
9,7,8,512,127
10,3,15,443,110
11,6,8,387,105
12,2,8,337,128
13,4,4,331,106
14,1,13,279,116
15,3,3,246,123
16,1,7,205,114
17,1,5,178,100
18,1,6,154,103
19,0,5,129,119
20,3,2,115,109
21,4,1,114,104
22,4,4,105,87
23,1,3,96,84
24,2,2,96,68
25,0,2,99,80
26,0,1,89,62
27,1,2,83,76
28,0,1,84,55
29,0,1,81,54
30,0,1,85,55
31,0,1,76,48
32,1,1,78,42
33,0,0,75,40
34,1,1,66,30
35,1,3,63,31
36,0,0,58,31
37,1,0,62,34
38,0,1,61,34
39,1,0,55,19
40,0,0,52,9
41,1,0,54,27
42,0,0,59,17
43,0,0,65,14
44,1,0,56,23
45,0,1,44,13
46,1,2,29,12
47,0,0,52,11
48,1,0,36,7
49,0,0,36,10
50,0,0,35,8
51,0,0,37,7
52,1,0,32,7
53,1,1,28,10
54,0,0,32,8
55,0,0,22,7
56,1,0,33,4
57,0,1,29,6
58,0,0,19,4
59,0,0,19,4
60,0,0,16,3
