"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,0,204,164
2,7,4,586,248
3,6,5,481,168
4,6,6,497,150
5,2,5,479,129
6,8,7,489,104
7,4,6,510,100
8,6,10,506,126
9,8,5,489,123
10,2,7,429,108
11,1,5,383,103
12,5,1,324,127
13,5,3,319,104
14,2,9,272,111
15,4,7,235,117
16,5,4,199,112
17,1,0,175,97
18,1,1,151,98
19,2,8,125,117
20,6,4,108,103
21,3,2,110,103
22,2,3,100,84
23,5,3,92,81
24,4,3,90,66
25,2,4,96,75
26,2,3,86,61
27,1,5,81,75
28,2,3,83,53
29,0,0,80,52
30,0,3,83,52
31,0,2,75,46
32,3,3,77,39
33,0,4,73,39
34,1,2,65,30
35,0,2,63,30
36,0,5,58,30
37,0,0,57,33
38,3,1,54,30
39,2,0,54,17
40,0,1,52,9
41,1,1,53,27
42,1,0,57,17
43,0,1,65,13
44,1,0,56,23
45,1,2,40,13
46,2,0,28,11
47,0,0,52,11
48,2,1,34,7
49,0,0,36,10
50,1,0,34,8
51,0,0,38,7
52,2,0,30,7
53,0,1,28,9
54,2,1,29,7
55,0,2,22,7
56,1,0,31,4
57,0,0,29,6
58,0,1,19,3
59,1,0,18,4
60,0,0,14,3
