"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,3,204,164
2,4,5,586,247
3,4,10,480,168
4,6,4,496,149
5,1,9,478,129
6,6,7,489,104
7,4,5,510,99
8,8,4,502,126
9,5,11,487,123
10,2,8,429,107
11,3,4,381,104
12,3,4,323,127
13,3,4,318,104
14,2,11,272,111
15,1,6,235,116
16,2,2,199,112
17,1,4,175,97
18,3,3,149,98
19,3,4,125,117
20,6,5,105,103
21,2,7,109,102
22,2,6,101,84
23,4,4,92,81
24,3,3,90,66
25,0,3,96,74
26,1,2,86,61
27,2,3,80,75
28,1,5,83,52
29,1,2,79,52
30,1,2,82,52
31,0,5,75,46
32,2,0,77,39
33,0,1,73,39
34,2,1,64,30
35,0,1,63,30
36,0,1,58,30
37,0,3,57,32
38,2,1,54,30
39,0,0,54,16
40,0,3,51,9
41,1,0,53,27
42,1,1,57,17
43,0,1,65,13
44,1,0,56,23
45,2,1,39,13
46,1,0,27,11
47,0,0,52,11
48,2,1,34,7
49,0,2,36,10
50,0,4,34,8
51,1,0,37,7
52,1,1,30,7
53,2,2,27,8
54,1,0,29,7
55,0,0,22,7
56,0,1,31,4
57,0,0,29,6
58,0,0,19,3
59,0,1,18,4
60,0,1,14,3
