"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,327,230
1,10,1,960,374
2,36,4,718,241
3,17,2,727,197
4,21,0,654,182
5,11,2,643,151
6,7,1,666,143
7,4,0,646,161
8,15,1,641,159
9,6,4,568,139
10,4,0,501,139
11,9,0,448,167
12,1,0,419,140
13,5,1,332,141
14,3,2,301,150
15,2,1,240,132
16,2,0,206,124
17,0,2,195,121
18,1,0,145,141
19,2,1,146,141
20,1,0,137,128
21,0,1,134,116
22,2,2,130,106
23,2,0,118,85
24,0,1,124,100
25,1,2,116,92
26,0,1,98,98
27,1,1,92,70
28,0,1,100,73
29,1,1,99,69
30,1,0,89,60
31,0,0,90,47
32,1,0,91,57
33,0,0,81,41
34,0,1,69,39
35,2,1,75,42
36,3,0,72,43
37,0,0,76,39
38,1,0,67,24
39,2,0,65,13
40,1,2,66,30
41,1,1,72,18
42,1,0,72,17
43,3,1,62,28
44,0,0,53,20
45,2,0,36,13
46,0,2,56,13
47,1,0,41,12
48,0,0,47,13
49,0,0,45,9
50,2,0,43,9
51,0,1,38,8
52,1,0,29,13
53,1,1,35,8
54,0,0,27,9
55,1,0,35,6
56,3,0,35,7
57,0,0,21,6
58,1,0,22,5
59,0,0,20,3
60,1,NA,NA,NA
