"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,5,195,160
2,8,15,557,237
3,7,21,442,165
4,7,15,456,140
5,7,8,427,129
6,3,13,458,97
7,2,6,478,97
8,5,11,465,122
9,1,3,460,117
10,2,2,404,101
11,0,3,354,101
12,1,2,299,121
13,1,0,298,103
14,2,1,246,104
15,1,1,227,108
16,0,2,190,110
17,2,0,171,94
18,0,0,146,96
19,0,0,125,115
20,0,0,99,103
21,0,0,104,100
22,0,0,96,79
23,2,0,90,76
24,3,0,86,66
25,0,1,89,73
26,0,0,83,59
27,0,0,78,73
28,1,0,80,47
29,0,0,77,49
30,1,2,80,49
31,0,0,73,46
32,1,1,72,34
33,0,0,73,37
34,2,1,60,30
35,0,0,64,30
36,0,1,57,30
37,1,1,55,30
38,0,0,53,27
39,0,0,54,16
40,3,0,48,8
41,1,0,52,26
42,0,0,57,16
43,0,0,64,13
44,0,0,54,21
45,0,1,38,13
46,0,0,27,11
47,0,0,52,11
48,1,0,33,6
49,0,0,36,10
50,1,0,33,6
51,0,1,36,7
52,2,0,28,7
53,2,0,25,8
54,3,0,26,7
55,0,0,21,7
56,1,0,30,4
57,0,1,29,6
58,0,2,19,3
59,1,1,15,4
60,1,2,13,3
